name,speciality,hospital,city,timestamp
"dr. Ika Sri Nurtantri, Sp.KJ",Sp. Jiwa,Klinik Utama Non Rawat Inap Brawijaya Kemang,"Mampang Prapatan, Jakarta Selatan",2025-05-23 12:56:43
"dr. Imelda Indriyani, Sp.KJ",Sp. Jiwa,RS Mitra Keluarga Depok,"Pancoran Mas, Depok",2025-05-23 12:56:43
"dr. Iriawan Tinambunan, Sp.KJ",Sp. Jiwa,Mayapada Hospital Bogor,"Bogor Timur, Bogor",2025-05-23 12:56:46
"dr. Irna Permanasari Gani, Sp.KJ",Sp. Jiwa,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-23 12:56:46
"dr. Jans Juliana Rouli Sitorus, Sp.KJ",Sp. Jiwa,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-23 12:56:46
"dr. Jap Mustopo Baktiar, Sp.KJ",Sp. Jiwa,Mayapada Hospital Tangerang,"Tangerang, Tangerang",2025-05-23 12:56:46
"dr. Jimmy Sebastian Ollich, Sp.KJ",Sp. Jiwa,Siloam Hospitals Makassar,"Ujung Pandang, Kota Makassar",2025-05-23 12:56:46
"dr, Karina Kalani Firdaus, Sp.KJ",Sp. Jiwa,Siloam Hospitals Mampang,"Pancoran, Jakarta Selatan",2025-05-23 12:56:46
"dr. Kristiana Siste Kurniasanti, Sp.KJ (K)",Sp. Jiwa,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 12:56:46
"dr. Lahargo Kembaren, Sp.KJ",Sp. Jiwa,Siloam Hospitals Bogor,"Bogor Tengah, Bogor",2025-05-23 12:56:46
"dr. Leman, Sp.KJ., M.Kes",Sp. Jiwa,Siloam Hospitals Sriwijaya Palembang,"Ilir Barat I, Kota Palembang",2025-05-23 12:56:46
"dr. Luky Thiehunan, Sp.KJ",Sp. Jiwa,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 12:56:46
"dr. Marwita Pratama Satiadi, Sp.KJ",Sp. Jiwa,Siloam Hospitals Bogor,"Bogor Tengah, Bogor",2025-05-23 12:56:48
dr. Mega Dhestiana Sp.KJ,Sp. Jiwa,Siloam Hospitals Yogyakarta,"Gondokusuman, Kota Yogyakarta",2025-05-23 12:56:48
"dr. Mustafa Mahmud Amin, M.Ked, M.Sc, Sp.KJ (K)",Sp. Jiwa,Siloam Hospitals Dhirga Surya Medan,"Medan Petisah, Kota Medan",2025-05-23 12:56:48
"dr. Nina Halimah Sakdiah, Sp.KJ",Sp. Jiwa,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:48
"dr. Nining Febriyana, Sp.KJ (K)",Sp. Jiwa,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-23 12:56:48
"dr. R. Windi. R. K, Sp.KJ",Sp. Jiwa,RS Bina Husada,"Cibinong, Kabupaten Bogor",2025-05-23 12:56:48
"dr. Rayinda Raumanen Mamahit, Sp. KJ",Sp. Jiwa,Siloam Hospitals Bekasi Sepanjang Jaya,"Rawalumbu, Bekasi",2025-05-23 12:56:48
"Rina Jayanti, S.Psi. M.Psi.",Sp. Jiwa,RS PKU Muhammadiyah Cepu,"Cepu, Kabupaten Blora",2025-05-23 12:56:48
"dr. Sasanti Juniar Santosewoyo, Sp.KJ (K)",Sp. Jiwa,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 12:56:48
"dr. Sherly Limantara, Sp.KJ",Sp. Jiwa,Ciputra Mitra Hospital Banjarmasin,"Kertak Hanyar, Kota Banjarmasin",2025-05-23 12:56:48
"dr. Sylvana Evawani, Sp.KJ",Sp. Jiwa,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:50
"dr. Wijaya Taufik Tiji, Sp.KJ",Sp. Jiwa,Siloam Hospitals Dhirga Surya Medan,"Medan Petisah, Kota Medan",2025-05-23 12:56:50
"dr. Winda Indriati , Sp.KJ",Sp. Jiwa,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-23 12:56:50
"dr. Yahya Lengkong, Sp.KJ",Sp. Jiwa,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 12:56:50
"dr. Yossy Agustanti Indradjaja, Sp. KJ",Sp. Jiwa,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 12:56:50
"Dr. dr. Yunias Setiawati, Sp.KJ (K)",Sp. Jiwa,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-23 12:56:50
dr Endah Ronawulan Sp KJ,Sp. Jiwa,RS Pusat Pertamina,"Kebayoran Baru, Jakarta Selatan",2025-05-23 12:56:50
Dr. A. A. Ngr. Andika Damarnegara Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:50
Dr. A.A. Gede Agung Satrya Megada Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:50
"Dr. Aan Susianti Sp.KJ, M.Kes",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:50
Dr. Adhitya Wirakusuma Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Adrian Prasetio Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
"dr. Agus Japari Sp.KJ, M.Kes",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
"Dr. Agusmita M.Ked (KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Ahmad Rais Dahyar Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Amalia Andansari Dewi Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Amelia Dwi Nurulita Sugiharta Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Anastasia Kharisma Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
"dr. Andiny Syamsinar, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Andy Dharmawangsa Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:52
Dr. Anik Rochmahwati Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
dr. Arasy Nanda Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
Dr. Ariel Nugroho Susanto Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
"Dr. Arneil Sitepu M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
Dr. Asti Yuliadha Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
Dr. Atika Nurina Yanti Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
Dr. Ayu Nuzulia Putri Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
Dr. Ayu Wulansari Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
dr. Benny Ardjil Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
"Dr. Candra Ramadhanny M.H., Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:56:54
dr. Cindy Gautama Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
"Dr. Cut Nyak Dian M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
"Dr. Cut Rika Pratiwi M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
"Dr. Cut Rika Pratiwi M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
Dr. Deanna Ceputri Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
Dr. Debrayat Osiana Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
dr. Denny Jeffry Rotinsulu Sp.KJ,Sp. Jiwa,Klinik Famro,"Samarinda Kota, Kota Samarinda",2025-05-23 12:57:01
dr. Denny Jeffry Rotinsulu Sp.KJ,Sp. Jiwa,Klinik Famro,"Samarinda Kota, Kota Samarinda",2025-05-23 12:57:01
Dr. Desak Nyoman Puriani Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
dr. Dina Wimala Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:01
dr Dr Ezra Ebenezer Soleman Sp.KJ,Sp. Jiwa,Klinik Utama Sejiwaku,"Kebon Jeruk, Jakarta Barat",2025-05-23 12:57:03
dr Dr Ezra Ebenezer Soleman Sp.KJ,Sp. Jiwa,Klinik Utama Sejiwaku,"Kebon Jeruk, Jakarta Barat",2025-05-23 12:57:03
Dr. Sinta Dyah Amrih Lestari Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
"dr. Dwija Martha Fitra, Sp.KJ",Sp. Jiwa,RSUD Al Ihsan Provinsi Jawa Barat,"Baleendah, Kabupaten Bandung",2025-05-23 12:57:03
dr. Eka Darsina Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
Dr. Ekanita Meivita Sembiring Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
Dr. Eldi Sauma Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
Dr. Emilya Kusnaidi Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
"Dr. Erlina Yulia M.Ked, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
Dr. Erwin Sumardi Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:03
Dr. Febria Rike Erliana Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
Dr. Feby Ubro Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
"Dr. Fenny Aprilia Saragih M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
dr. Fitriyana Astuti Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
"Dr. Hanny Soraya M.Ked, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
Dr. Helena Silalahi Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
"dr. Hery Murtantyo Hutomo, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
"Dr. Hevi Eka Tarsum Sp.KJ, CHt",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
Dr. I Gde Yudhi Kurniawan Sp.KJ,Sp. Jiwa,SUDIRMAN MEDICAL CENTER,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
Dr. I Made Wardana Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:05
"Dr. IDG Wangsa P M.Biomed, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
"Dr. IGAA Mirah M.Biomed, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
"Dr. IGAA Mirah M.Biomed, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
Dr. IMelda Indriyani Sp.KJ(K),Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
Dr. Ichdinavia Harsaya Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
"Dr. Ida Rochmawati M.Sc, Sp.KJ(K)",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
Dr. Ihsan Sabri Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
"dr. Imelda Indriyani, Sp.KJ (K)",Sp. Jiwa,RS Ketergantungan Obat,"Ciracas, Jakarta Timur",2025-05-23 12:57:08
"dr. Imelda Indriyani, Sp.KJ",Sp. Jiwa,RSKO Jakarta,"Ciracas, Jakarta Timur",2025-05-23 12:57:08
Dr. Indriyanti Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:08
Dr. Ines Damayanti Octaviani Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
Dr. Ipak Ranto Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
"Dr. Irwan Supriyanto Ph.D, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
"Dr. Jayus Inastiawan M.Sc, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
Dr. Jhonny Prambudi Batong Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
Dr. Johannes Naibaho Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
Dr. Jojor Putrini Sinaga Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
"dr. Joko Susanto, Sp.KJ, M.H",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
"dr. Julius Martin Siagian M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
Dr. Kevin Sulay Wijaya Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:11
dr. Krisna Aji Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
dr. L.F.J Kandou Sp. KJ,Sp. Jiwa,Apotek Kamesih,"Sario, Kota Manado",2025-05-23 12:57:14
Dr. Lena Sovi E. Sitorus Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
Dr. Linda Anastasia Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
Dr. Linda Sulistiyowati Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
dr. Liza Ariany Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
Dr. Lyla F. Primada Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
"Dr. M. Putra Mahmuddin M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
dr. Made Agung Tirta Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
dr. Maria Kereh Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:14
Dr. Mariati Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
"dr. Mariati, Sp.KJ",Sp. Jiwa,Halodoc Teleconsultation,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
Dr. Mirna L Y Sinaga Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
"Dr. Muhammad Hasbi M.Ked., Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
Dr. Muhammad Wirasto Ismail Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
Dr. Muhammad Zul Fahmi Akbar Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
"Dr. Munawir Saragih MMR, M.Ked, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
"dr. Myra M.Kes, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
"Dr. NK Ratnadewi M.Biomed, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
Dr. Nabila Nur Bilqis Islamy Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:16
Dr. Nabilah Aulia Hasanuddin Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
"Dr. Ni Made Mayuni M.Biomed, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
Dr. Ni Wayan Kertiasih Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
Dr. Nina Masdiani Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
"Dr. Noerachmi M.Kes, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
Dr. Nova Kurniasari Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
Dr. Novianti Hajai Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
dr. Nurulita Tunjung Sari Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
"Oely Adhyasantie, dr., Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
dr Oely Mardi Santoso Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:18
dr. Pande Nyoman Sura Oka Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
dr. Pangeran Ericson Arthur Siahaan Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
"Dr. Petrus Agustinus MM, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Pingkan Firdaus Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Pingkan Firdaus Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Qurrota A’yun Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Rahmaniah Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Regina Astari T Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Reinaldo Batara Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
Dr. Reksoyudo Dwi Pradipo Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:20
dr. Rena Wulandari Sp.KJ,Sp. Jiwa,RSUD KOTA BANDUNG,"Cinambo, Kota Bandung",2025-05-23 12:57:22
Dr. Renata Listian Wiyoga Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
"Dr. Riska Andriyani M.Ked., Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
Dr. Rizal Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
Dr. Rizki Yanies Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
"dr. Rona Hanani Simamora M.Ked, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
"dr. Rossalina, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
"Dr. Rudy Yusuf M.Ked, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
"Dr. Sagung Putri Permana Lestari Murdhana Putere M.Biomed, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
Dr. Sarah Endang S. Siahaan Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:22
"Dr. Seiska Mega M.Sc, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Sherly Melwani Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
"Dr. Silvana R. R. br Ginting M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Singgih Supriyana Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Sisi Artayasuinda Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Siti Hisnaniah Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Sofwatul Anam Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
"Dr. Sri Rahayu Hartini M.Sc, Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Sri Wati Astuti AR Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Stephen Iskandar Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:25
Dr. Subhan Rio Pamungkas Sp.KJ (K),Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:27
"Dr. Sukmawaty Machmud Sp.KJ, M.Kes",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:27
"dr. Suniaty M.Ked(KJ), Sp.KJ",Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:27
"dr. Surjo Dharmono T., Sp.KJ(K)",Sp. Jiwa,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 12:57:27
"DR. Suzy Yusna Dewi, SpKJ(K) MARS",Sp. Jiwa,KLINIK UTAMA TALENTA CENTER,"Kebayoran Lama, Jakarta Selatan",2025-05-23 12:57:27
dr. Syarifah Husna Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:27
"dr. Tatang Muchtar, Sp.KJ",Sp. Jiwa,RSUD Al Ihsan Provinsi Jawa Barat,"Baleendah, Kabupaten Bandung",2025-05-23 12:57:27
Dr. Taufiq Hafid Noor Reza Sp.KJ,Sp. Jiwa,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 12:57:27
