name,speciality,hospital,city,timestamp
"dr. Loiuse Kartika Indah, Sp.GK",Sp. Gizi Klinik,RS Pondok Indah - Bintaro Jaya,"Pondok Aren, Tangerang Selatan",2025-05-23 15:48:08
"Dr. Amirah MARS, Sp.GK",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:08
Dr. Andi Azizah Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:08
"Dr. Andi Syurma Sari Ismail Sp.GK, AIFO-K",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:08
Dr. Annisa Fauziah Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:08
Dr. Anria Maswita Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
dr. Ardian Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
Dr. Arif Firiandri Yulius Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
Dr. Aulia Parvasani Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
"Dr. Christina Mariani Sp.GK, AIFO-K",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
Dr. Dermawan C. Nadeak Sp. GK,Sp. Gizi Klinik,"dr. Dermawan C. Nadeak, Sp. GK","Senen, Jakarta Pusat",2025-05-23 15:48:10
"dr. Dermawan Claudina Nadeak, Sp.GK",Sp. Gizi Klinik,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:48:10
Dr. Desi Vera Buana Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
Dr. Dewi Susanti Widjajatanadi Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:10
Dr. Diana Felicia Suganda Sp.GK,Sp. Gizi Klinik,Binatro Women dan child clinic,"Benda, Tangerang",2025-05-23 15:48:10
Dr. Diana Pisessa Sutedjo Sp. GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
Dr. Eka Puspa Dewi Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
"Dr. Febrina Dian Rahmawati MM, Sp.GK",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
"Dr. Fitri Tyas Sp.GK, AIFO-K",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
"Dr. Florentina M. Rahardja M.Gizi, Sp.GK",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
Dr. Gracia J.M.T. Winaktu Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
Dr. Herny Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
"Dr. Ika Swasti Mahargyani Sp.GK, AIFO-K",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
Dr. Karina Marcella Widjaja Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
Dr. Marcia Kumala Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:12
"Dr. Mardiana M.Kes, Sp.GK(K)",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
dr. Maryam Sp.GK,Sp. Gizi Klinik,Bamed Tebet,"Tebet, Jakarta Selatan",2025-05-23 15:48:14
dr. Maryam Sp. GK,Sp. Gizi Klinik,Bamed Healh Care,"Kembangan, Jakarta Barat",2025-05-23 15:48:14
"Dr. Muhammad Nasir Ruki S.Si, M.Kes, Apt, Sp.GK",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
Dr. Ni Nyoman Sri Yuliani Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
Dr. Nurhayati M Rasyid Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
Dr. Okky Hartanto Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
"Dr. Prinindita Artiara Dewi B.Med.Sc, Sp.GK",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
"Dr. Rizka Hanifa Sp.GK, AIFO-K",Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
Dr. Rosa Kristiansen Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:14
Dr. S. Dian Rachmawati Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:16
Dr. Salmawati Maryati Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:16
"dr. Silvia Pagitta Tarigan, Sp.GK",Sp. Gizi Klinik,Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-23 15:48:16
Dr. Sitti Rosmahsari Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:16
"dr. Yohannessa Wulandari, M.Gizi, Sp.GK",Sp. Gizi Klinik,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:48:16
Dr. Yulin Arditawati Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:16
Dr. Yunita Lidya Istiqomah Sp.GK,Sp. Gizi Klinik,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:48:16
dr Tjandraningrum M Gizi Sp.GK,Sp. Gizi Klinik,dr Tjandraningrum M Gizi Sp.GK,"Babelan, Kabupaten Bekasi",2025-05-23 15:48:16
