name,speciality,hospital,city,timestamp
"dr. Arie Rozzaqi Nurrafiani , Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Cinere ( RS Khusus Jantung Diagram Depok),"Cinere, Depok",2025-05-23 13:23:16
Dr. Arif Koswandi Sp. PD,Sp. Penyakit Dalam,RS Awal Bros Batam,"Lubuk Baja, Kota Batam",2025-05-23 13:23:18
"dr. Arif Sejati, Sp.PD-KKV",Sp. Penyakit Dalam,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:18
Arinditia Triasti Putri Sp.PD,Sp. Penyakit Dalam,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-23 13:23:18
dr. Asdi Predi Sp.PD,Sp. Penyakit Dalam,Siloam Hospitals Sriwijaya Palembang,"Ilir Barat I, Kota Palembang",2025-05-23 13:23:18
"dr. Audy Meutia Ariana, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-23 13:23:18
dr Aulia Malik Ayub Sp. PD,Sp. Penyakit Dalam,RS Puri Cinere,"Cinere, Depok",2025-05-23 13:23:18
"dr. B. Neni Mulyanti, Sp.PD",Sp. Penyakit Dalam,RS Telogorejo,"Semarang Tengah, Kota Semarang",2025-05-23 13:23:18
"dr Bagus Anindito, Sp.PD",Sp. Penyakit Dalam,RSU Pindad,"Kiaracondong, Kota Bandung",2025-05-23 13:23:18
"dr. Baringin de Samakto Sitompul, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Cikarang,"Cikarang Selatan, Kabupaten Bekasi",2025-05-23 13:23:18
"dr. Benjamin Sastro, Sp.PD",Sp. Penyakit Dalam,Mayapada Hospital Tangerang,"Tangerang, Tangerang",2025-05-23 13:23:18
"DR. dr. Benyamin Lukito, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 13:23:21
"dr. Boedi Tedjodihardjo, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 13:23:21
"dr. Bona Adhista, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Cibubur,"Jatisampurna, Bekasi",2025-05-23 13:23:21
dr Bowo Pramono Sp. PD KEMD,Sp. Penyakit Dalam,JIH Jogja,"Kecamatan Depok, Kabupaten Sleman",2025-05-23 13:23:21
"dr. Budi Widodo, Sp.PD., FINASIM",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:21
"dr. Candra Wibowo, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 13:23:21
"dr. Candra Wiguna, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 13:23:21
"dr. Chandra Irwanadi Mohani, Sp.PD-KGH",Sp. Penyakit Dalam,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 13:23:21
dr. Chica Pratiwi Sp PD,Sp. Penyakit Dalam,RSIA Bina Medika,"Pondok Aren, Tangerang Selatan",2025-05-23 13:23:21
"dr. Christian Syukur , Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Grand Wisata,"Tambun Selatan, Kabupaten Bekasi",2025-05-23 13:23:21
"dr. Christian Theodorus Hendra Kawengian, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Manado,"Wenang, Kota Manado",2025-05-23 13:23:23
"dr. Cindy, Sp.PD., M.Biomed",Sp. Penyakit Dalam,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 13:23:23
"dr. Citra Inderawati, Sp.PD",Sp. Penyakit Dalam,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-23 13:23:23
"Dr. dr. Cosphiadi Irawan, Sp.PD-KHOM",Sp. Penyakit Dalam,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:23
"dr. Cynthia G. A Sugeng, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Delta Mas,"Cikarang Pusat, Kabupaten Bekasi",2025-05-23 13:23:23
DR RICO NOVYANTO SP PD,Sp. Penyakit Dalam,RS Harapan Keluarga Mataram,"Sandubaya, Kota Mataram",2025-05-23 13:23:23
DR YIAW KIAN MUN,Sp. Penyakit Dalam,Sunway Medical Centre,"Mampang Prapatan, Jakarta Selatan",2025-05-23 13:23:23
DR. ANJAR SP.PD,Sp. Penyakit Dalam,Rspad Gatot Subroto (Paviliun),"Senen, Jakarta Pusat",2025-05-23 13:23:23
"DR. dr. Riri Andri Muzasti, M.Ked (PD), SpPD-KGH, FINASIM",Sp. Penyakit Dalam,Siloam Hospitals Dhirga Surya Medan,"Medan Petisah, Kota Medan",2025-05-23 13:23:23
DR.dr.Irsan Hasan Sp.PD KGEH FINASIM,Sp. Penyakit Dalam,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:23
"dr. Dana Pramudya, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:25
"dr. Daniel Gunawan, Sp.PD",Sp. Penyakit Dalam,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:25
"dr. Dany Irawan, Sp.PD , FINASIM",Sp. Penyakit Dalam,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 13:23:25
"dr. Daru Jaka Sulistya, Sp.PD., M.Sc",Sp. Penyakit Dalam,RS Mitra Keluarga Tegal,"Tegal Barat, Kota Tegal",2025-05-23 13:23:25
"dr. David Kristanto Prajitno, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-23 13:23:25
dr. David Kristanto Sp.PD.,Sp. Penyakit Dalam,RS Mitra Keluarga Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-23 13:23:25
"dr. Delia Anastasia Tirtadjaja, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals TB Simatupang,"Cilandak, Jakarta Selatan",2025-05-23 13:23:25
dr. Dendi Andrean Sp. PD,Sp. Penyakit Dalam,RS Pradipa Medika,"Cilimus, Kabupaten Kuningan",2025-05-23 13:23:25
dr. Dewanto Tedjoatmodjo Sp.PD,Sp. Penyakit Dalam,National Hospital,"Wiyung, Kota Surabaya",2025-05-23 13:23:25
"dr. Dewi Astrid Lestari, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-23 13:23:25
dr. Dhany Hanurdoyo Sp.PD,Sp. Penyakit Dalam,RS Lira Medika,"Karawang Timur, Kabupaten Karawang",2025-05-23 13:23:27
dr. Diana Lilim Sp.PD,Sp. Penyakit Dalam,Eka Hospital Bekasi,"Tarumajaya, Kabupaten Bekasi",2025-05-23 13:23:27
"dr. Diana Paramita, Sp.PD-KHOM",Sp. Penyakit Dalam,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 13:23:27
"dr. Didin Retno Endah Palupi, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Palangka Raya,"Pahandut, Kota Palangka Raya",2025-05-23 13:23:27
"dr. Didit Novianto Sp.PD.,FINASIM",Sp. Penyakit Dalam,JIH Solo,"Laweyan, Kota Surakarta",2025-05-23 13:23:27
"dr. Didit Raditiya, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Purwakarta,"Bungursari, Kabupaten Purwakarta",2025-05-23 13:23:27
"dr. Dinny Gustina Prihadi, Sp.PD-HD.,M. Kes.",Sp. Penyakit Dalam,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-23 13:23:27
dr. Djaja Gosal Sp. PD,Sp. Penyakit Dalam,RS Gading Pluit,"Kelapa Gading, Jakarta Utara",2025-05-23 13:23:27
"dr. Djunaidi Ruray, Sp.PD, FINASIM, MARS",Sp. Penyakit Dalam,Siloam Hospitals Makassar,"Ujung Pandang, Kota Makassar",2025-05-23 13:23:27
Dr Canggih Sp PD,Sp. Penyakit Dalam,RS Urip Sumoharjo,"Way Halim, Kota Bandar Lampung",2025-05-23 13:23:27
Dr Musa Purnama Sp PD,Sp. Penyakit Dalam,Siloam Hospitals Semarang,"Semarang Selatan, Kota Semarang",2025-05-23 13:23:29
Dr Robert Ding Pooi Huat,Sp. Penyakit Dalam,Island Hospital Penang,"Mampang Prapatan, Jakarta Selatan",2025-05-23 13:23:29
Dr Ryandri yovanda Sp PD,Sp. Penyakit Dalam,RSIA Buah Hati Pamulang,"Pamulang, Tangerang Selatan",2025-05-23 13:23:29
"Dr. Alex Namsito, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Ambon,"Sirimau, Kota Ambon",2025-05-23 13:23:29
Dr. Daddy Sp.PD,Sp. Penyakit Dalam,RS Bethsaida,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 13:23:29
"Dr. F. Merry Wintery, Sp.PD, FINASIM",Sp. Penyakit Dalam,RS Medistra,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:29
"Dr. Wahyunugroho Loka, Sp.PD",Sp. Penyakit Dalam,National Hospital,"Wiyung, Kota Surabaya",2025-05-23 13:23:29
"Dr. dr. Teguh Wijayadi, SpPD, FINASIM",Sp. Penyakit Dalam,RS Abdi Waluyo,"Menteng, Jakarta Pusat",2025-05-23 13:23:29
Dr.Indra Wijaya,Sp. Penyakit Dalam,RS PIK,"Penjaringan, Jakarta Utara",2025-05-23 13:23:29
dr. Dwi Bayu Wikarta Sp. PD,Sp. Penyakit Dalam,RS Lira Medika,"Karawang Timur, Kabupaten Karawang",2025-05-23 13:23:29
dr. Dwiputra Marsetia Sp.PD,Sp. Penyakit Dalam,RS Abdi Waluyo,"Menteng, Jakarta Pusat",2025-05-23 13:23:31
dr. Eddy Sp.PD-KGEH,Sp. Penyakit Dalam,Nirmala Jatinegara,"Jatinegara, Jakarta Timur",2025-05-23 13:23:31
"dr. Eddy Setijoso Sp PD, KGEH",Sp. Penyakit Dalam,Biotest Kelapa gading,"Kelapa Gading, Jakarta Utara",2025-05-23 13:23:31
"dr. Edi Setiawan, Sp.PD., FPCP",Sp. Penyakit Dalam,RS Mitra Keluarga Pratama Jatiasih,"Jatiasih, Bekasi",2025-05-23 13:23:31
"dr. Eduard Taliwongso, Sp.PD",Sp. Penyakit Dalam,RS Advent Bandung,"Coblong, Kota Bandung",2025-05-23 13:23:31
dr. Edwin P. H. Simatupang Sp.PD-KGH,Sp. Penyakit Dalam,RS Mitra Keluarga Bintaro,"Pondok Aren, Tangerang Selatan",2025-05-23 13:23:31
"dr. Elizabeth Haryanti, Sp.PD., MH",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:31
"Ellya Theresia Tjondro, Dr. Sp.PD",Sp. Penyakit Dalam,Tzu Chi Hospital,"Penjaringan, Jakarta Utara",2025-05-23 13:23:31
dr. Elyanawati Sp.PD,Sp. Penyakit Dalam,Ciputra Hospital Citra Raya Tangerang,"Panongan, Kabupaten Tangerang",2025-05-23 13:23:31
"dr. Eric Rahardi, Sp.PD,FINASIM",Sp. Penyakit Dalam,RS Panti Waluya Sawahan,"Klojen, Kota Malang",2025-05-23 13:23:31
"dr. Ervita Ritonga, Sp.PD-KEMD, M.Kes",Sp. Penyakit Dalam,RS Advent Bandung,"Coblong, Kota Bandung",2025-05-23 13:23:33
"dr. Erwin, Sp.PD, FINASIM",Sp. Penyakit Dalam,Mayapada Hospital Bogor,"Bogor Timur, Bogor",2025-05-23 13:23:33
"dr. Ester Karuniawati H., Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-23 13:23:33
"dr. Esti Syafriati, Sp.PD",Sp. Penyakit Dalam,Mayapada Hospital Bandung,"Bandung Kidul, Kota Bandung",2025-05-23 13:23:33
"dr. Esti Syafriati, Sp.PD",Sp. Penyakit Dalam,Mayapada Hospital Bandung,"Bandung Kidul, Kota Bandung",2025-05-23 13:23:33
dr. Estie Puspitasari Sp.PD,Sp. Penyakit Dalam,Siloam Hospitals ASRI,"Pancoran, Jakarta Selatan",2025-05-23 13:23:33
"dr. Etty Aminah, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Bekasi,"Bekasi Selatan, Bekasi",2025-05-23 13:23:33
dr. Eva Carolina Sitompul Sp.PD,Sp. Penyakit Dalam,RS Mitra Keluarga Bintaro,"Pondok Aren, Tangerang Selatan",2025-05-23 13:23:33
"dr. Eva Carolina, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals TB Simatupang,"Cilandak, Jakarta Selatan",2025-05-23 13:23:33
"dr. Evi Sylvia Awwalia, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:33
"dr. Evie Rosa Widyawanti Napitupulu, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Cibubur,"Jatisampurna, Bekasi",2025-05-23 13:23:36
Dr. F. Eliana Taufik Sp.PD,Sp. Penyakit Dalam,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-23 13:23:36
"Dr. dr. F.Eliana Taufik , Sp.PD, KEMD",Sp. Penyakit Dalam,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 13:23:36
"dr. Faisal Parlindungan, Sp.PD-KR","Sp. Penyakit Dalam, Sp. PD Reumatologi",Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:36
dr. Faradiesa Addiena Sp.PD,Sp. Penyakit Dalam,Siloam Hospitals Cinere ( RS Khusus Jantung Diagram Depok),"Cinere, Depok",2025-05-23 13:23:36
"dr. Felix Prabowo Salim, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 13:23:36
"dr. Fenny Elvina Ridho, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Cikarang,"Cikarang Selatan, Kabupaten Bekasi",2025-05-23 13:23:36
"dr. Ferdinand Andy Kasim, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Cibubur,"Jatisampurna, Bekasi",2025-05-23 13:23:36
"dr. Ferica Valentine Kuhuwael, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 13:23:36
"dr. Findy Prasetyawati, Sp.PD, KHOM",Sp. Penyakit Dalam,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 13:23:36
"dr. Fitrinilla Alresna, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Pamulang,"Pamulang, Tangerang Selatan",2025-05-23 13:23:38
dr. Frans Liwang Sp.PD,Sp. Penyakit Dalam,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 13:23:38
"dr. Frans Liwang, Sp. PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 13:23:38
"dr. Fransisca Wibowo, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 13:23:38
"dr. Franz Josef Vincentius Pangalila, Sp.PD-KIC",Sp. Penyakit Dalam,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:38
"dr. Frederica Apriani, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Delta Mas,"Cikarang Pusat, Kabupaten Bekasi",2025-05-23 13:23:38
"Dr. Friska Yulenta, Sp.PD, FPCP",Sp. Penyakit Dalam,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-23 13:23:38
"dr. Galuh Chandra Kirana Sugianto, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Mampang,"Pancoran, Jakarta Selatan",2025-05-23 13:23:38
"dr. Gerald Toreh, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Agora,"Cempaka Putih, Jakarta Pusat",2025-05-23 13:23:38
dr. Gilang Bhaskara Sp.PD,Sp. Penyakit Dalam,RS Mitra Keluarga Pratama Jatiasih,"Jatiasih, Bekasi",2025-05-23 13:23:38
"dr. Gilang Bhaskara, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Pratama Jatiasih,"Jatiasih, Bekasi",2025-05-23 13:23:40
"dr. Gunawan Ari Wibowo , Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-23 13:23:40
"dr. Gurmeet Singh, Sp.PD-KP",Sp. Penyakit Dalam,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:40
dr. H. Octo Indradjaja Sp.PD,Sp. Penyakit Dalam,Klinik Jaya Abadi,"Lengkong, Kota Bandung",2025-05-23 13:23:40
dr. H. Yustar Mulyadi Sp.PD.Sub-Sp.GEH.Finasim,Sp. Penyakit Dalam,RS Anugerah Bunda Khatulistiwa,"Pontianak Tenggara, Kota Pontianak",2025-05-23 13:23:40
dr. H. Zain Dahlan Sp.PD,Sp. Penyakit Dalam,RS Tiara Sella,"Gading Cempaka, Kota Bengkulu",2025-05-23 13:23:40
dr. Hadi Mulyadi Sp.PD,Sp. Penyakit Dalam,RSU Fikri Medika,"Klari, Kabupaten Karawang",2025-05-23 13:23:40
"dr. Hadi Susatyo, Sp.PD, MARS, FINASIM",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:40
"dr. Hadi Susatyo, Sp.PD, MARS, FINASIM",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:40
"dr. Haerani Rasyid, Sp.PD-KGH, Sp. GK, FINASIM",Sp. Penyakit Dalam,Siloam Hospitals Makassar,"Ujung Pandang, Kota Makassar",2025-05-23 13:23:40
Dr. Halim SpPD,Sp. Penyakit Dalam,Klinik Utama Halim Medika,"Banjarbaru Utara, Kota Banjarbaru",2025-05-23 13:23:43
dr. Handoko Sp.PD,Sp. Penyakit Dalam,RS Santo Borromeus,"Coblong, Kota Bandung",2025-05-23 13:23:43
"dr. Handry Pangestu, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 13:23:43
"dr. Hans Kusuma Muliadi, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Cikarang,"Cikarang Selatan, Kabupaten Bekasi",2025-05-23 13:23:43
"dr. Hardianto Setiawan Ong, Sp.PD-KGEH, FINASIM",Sp. Penyakit Dalam,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 13:23:43
Dr. Hariyono Sp. PD,Sp. Penyakit Dalam,RS Royal Progress,"Tanjung Priok, Jakarta Utara",2025-05-23 13:23:43
"dr. Hartanto Widjaya, Sp.PD",Sp. Penyakit Dalam,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 13:23:43
"dr. Haryanto Surya, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 13:23:43
dr. Haryono SpOG-KFER,Sp. Penyakit Dalam,RS Imanuel Way Halim,"Sukarame, Kota Bandar Lampung",2025-05-23 13:23:43
dr. Hendra A. Choandry Sp.PD,Sp. Penyakit Dalam,Murni Teguh Memorial Hospital,"Medan Timur, Kota Medan",2025-05-23 13:23:43
dr. Hendra A. Choandry Sp.PD,Sp. Penyakit Dalam,Murni Teguh Memorial Hospital,"Medan Timur, Kota Medan",2025-05-23 13:23:45
"dr. Hendro Gunawan, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 13:23:45
dr. Heni Retnowulan M.Kes. Sp.PD-KP,Sp. Penyakit Dalam,Siloam Hospitals Yogyakarta,"Gondokusuman, Kota Yogyakarta",2025-05-23 13:23:45
"dr. Heri Sutanto, SpPD-KPTI.FINASIM",Sp. Penyakit Dalam,Persada Hospital,"Blimbing, Kota Malang",2025-05-23 13:23:45
"dr. Herlina Yani, SpPD",Sp. Penyakit Dalam,RS Royal Prima Medan,"Medan Petisah, Kota Medan",2025-05-23 13:23:45
"dr. Heru Cahjono, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 13:23:45
"dr. Heyder Tadjoedin, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 13:23:45
"dr. Hyhot Mausar, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Cikarang,"Cikarang Utara, Kabupaten Bekasi",2025-05-23 13:23:45
"dr. I Gede Rai Kosa, Sp.PD, FINASIM",Sp. Penyakit Dalam,Mayapada Hospital Tangerang,"Tangerang, Tangerang",2025-05-23 13:23:45
"dr. I Gusti Ayu Agung Istri Anteja, M.Biomed, Sp.PD",Sp. Penyakit Dalam,BIMC Hospitals Kuta,"Kuta, Kabupaten Badung",2025-05-23 13:23:45
"dr. I Gusti Ayu Mahariani Budiartha, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Bintaro,"Pondok Aren, Tangerang Selatan",2025-05-23 13:23:47
"dr. Ida Melani Santoso, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Cikarang,"Cikarang Selatan, Kabupaten Bekasi",2025-05-23 13:23:47
"dr. Ignatius Bima Prasetya, Sp.PD",Sp. Penyakit Dalam,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 13:23:47
"dr. Ika Mariani Ratna Devi, Sp.PD",Sp. Penyakit Dalam,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-23 13:23:47
dr. Ikrimah Nisa Utami Sp.PD,Sp. Penyakit Dalam,RS Syarif Hidayatullah,"Ciputat Timur, Tangerang Selatan",2025-05-23 13:23:47
"dr. Imelda Adrianti Widjojo, Sp.PD",Sp. Penyakit Dalam,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-23 13:23:47
dr. Imron Sp.PD,Sp. Penyakit Dalam,RS Urip Sumoharjo,"Way Halim, Kota Bandar Lampung",2025-05-23 13:23:47
