name,speciality,hospital,city,timestamp
"dr. Bambang Susilo Simon, Sp.P.,FCCP, FAPSR, FISR",Sp. Paru,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-23 14:50:18
"dr. Bintang Bestari, Sp.P",Sp. Paru,RS Bina Husada,"Cibinong, Kabupaten Bogor",2025-05-23 14:50:18
"dr. Boedi Swidarmoko, Sp.P (K)",Sp. Paru,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-23 14:50:18
dr. Buti Ariani Ar Nur Sp.P,Sp. Paru,Eka Hospital Bekasi,"Tarumajaya, Kabupaten Bekasi",2025-05-23 14:50:18
"dr. Caecilia Arimah, Sp.P",Sp. Paru,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-23 14:50:18
"dr. Chairil Aibar Siregar, Sp.P, FCCP",Sp. Paru,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-23 14:50:18
"dr. Christofan Lantu, Sp.P",Sp. Paru,Siloam Hospitals Manado,"Wenang, Kota Manado",2025-05-23 14:50:25
"dr. Danche Theno, Sp. P",Sp. Paru,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 14:50:25
dr. Daniel Maranatha Sp.P (K),Sp. Paru,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 14:50:25
"dr. Daniel Maranatha, Sp.P",Sp. Paru,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 14:50:25
"dr. David Ridarwan Liunanda, Sp.P",Sp. Paru,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-23 14:50:25
"dr. Deisy Christine Ticoalu, Sp.P",Sp. Paru,RS Mitra Keluarga Pratama Jatiasih,"Jatiasih, Bekasi",2025-05-23 14:50:25
"Desilia Atikawati, dr.Sp.P.K.R.,FAPSR",Sp. Paru,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-23 14:50:25
"dr. Devi Ambarwati, Sp.P",Sp. Paru,Siloam Hospitals Jember,"Kaliwates, Kabupaten Jember",2025-05-23 14:50:25
"dr. Dian Yulianti, Sp.P(K)Onk",Sp. Paru,RS Mitra Keluarga Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-23 14:50:25
"dr. Elisabeth Tri Wahyuni Widoretno, Sp.P",Sp. Paru,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-23 14:50:25
"dr. Erlang Samoedro, Sp. P",Sp. Paru,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 14:50:29
"dr. Erwin Winaya, Sp.P",Sp. Paru,Siloam Hospitals Denpasar,"Kuta, Kabupaten Badung",2025-05-23 14:50:29
dr. Evi Yuniawati Sp.P,Sp. Paru,RS Kasih Bunda,"Cimahi Selatan, Kota Cimahi",2025-05-23 14:50:29
"dr. Evi Yuniawati, MKM, Sp.P (K)Onk., FISR",Sp. Paru,Mayapada Hospital Bandung,"Bandung Kidul, Kota Bandung",2025-05-23 14:50:29
"dr. Fadhlia Majidiah, Sp.P",Sp. Paru,RS Mitra Keluarga Pamulang,"Pamulang, Tangerang Selatan",2025-05-23 14:50:29
"dr. Farida Anggraini S., Sp.P",Sp. Paru,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-23 14:50:29
"dr. Fikri Faisal, Sp.P",Sp. Paru,RS Intan Husada Garut,"Tarogong Kidul, Kabupaten Garut",2025-05-23 14:50:29
"dr. Freddy Panggabean, M.Ked(Paru)., Sp.P",Sp. Paru,Siloam Hospitals Silampari (Lubuk Linggau),"Lubuk Linggau Timur I, Kota Lubuk Linggau",2025-05-23 14:50:29
dr. Ginajar Arum Desanti SpP (K),Sp. Paru,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:29
"dr. Ginanjar Arum Desianti, Sp.P",Sp. Paru,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:29
"dr. H. Eddy Suratman, Sp.P (K)",Sp. Paru,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 14:50:32
"dr. Hadi Moeliawan Wonomarto, Sp.P",Sp. Paru,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 14:50:32
"dr. Hadisono, Sp.P",Sp. Paru,RS Bina Husada,"Cibinong, Kabupaten Bogor",2025-05-23 14:50:32
"dr. Hana Khairina Putri Faisal, Ph.D., Sp.P",Sp. Paru,Siloam Hospitals Agora,"Cempaka Putih, Jakarta Pusat",2025-05-23 14:50:32
"dr. Hapsari Retno Dewanti, Sp.P",Sp. Paru,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-23 14:50:32
"dr. Harman Prayitno , Sp.P",Sp. Paru,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-23 14:50:32
"dr. Harry Akza Putrawan, Sp.P",Sp. Paru,Siloam Hospitals Makassar,"Ujung Pandang, Kota Makassar",2025-05-23 14:50:32
"dr. Henie Widowati, Sp.P",Sp. Paru,Siloam Hospitals TB Simatupang,"Cilandak, Jakarta Selatan",2025-05-23 14:50:32
"dr. Herman Suryatama, Sp.P",Sp. Paru,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-23 14:50:32
"dr. I Nengah Artika, Sp.P",Sp. Paru,Siloam Hospitals Denpasar,"Kuta, Kabupaten Badung",2025-05-23 14:50:32
"dr. Irandi Putra Pratomo, Ph.D, Sp.P, FAPSR",Sp. Paru,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:35
"dr. Irmi Syafaah, Sp.P (K)",Sp. Paru,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-23 14:50:35
Dr. Ismi Purnawan Sp. JP,Sp. Paru,Rspad Gatot Subroto (Paviliun),"Senen, Jakarta Pusat",2025-05-23 14:50:35
"dr. Isnin Anang M., Sp.P (K), FCCP",Sp. Paru,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 14:50:35
dr. JUBLIETTE WINDY Sp.P,Sp. Paru,RS Kanker Dharmais,"Palmerah, Jakarta Barat",2025-05-23 14:50:35
"dr. Jeannette Siagian, Sp.P., M.Kes",Sp. Paru,Siloam Hospitals Palangka Raya,"Pahandut, Kota Palangka Raya",2025-05-23 14:50:35
dr. Joko Setyar Sp.P,Sp. Paru,RS Santo Borromeus,"Coblong, Kota Bandung",2025-05-23 14:50:35
"dr. Katarina Damayanti, Sp.P",Sp. Paru,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-23 14:50:35
"dr. Koko Harnoko, Sp.P",Sp. Paru,Mayapada Hospital Bogor,"Bogor Timur, Bogor",2025-05-23 14:50:35
"Prof. dr. Laksmi Wulandari SpP., FCCP",Sp. Paru,RS Darmo,"Tegalsari, Kota Surabaya",2025-05-23 14:50:35
"dr. Linda Masniari, Sp.P",Sp. Paru,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 14:50:37
"dr. Linda Masniari, Sp.P",Sp. Paru,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:37
"dr. Liyah Giovana, Sp.P",Sp. Paru,Siloam Hospitals Bangka,"Pangkalan Baru,  Kabupaten Bangka Tengah",2025-05-23 14:50:37
"dr. Lusi Nursilawati, Sp.P",Sp. Paru,RS Mitra Keluarga Depok,"Pancoran Mas, Depok",2025-05-23 14:50:37
"dr. Magdalena , Sp.P",Sp. Paru,RS Mitra Keluarga Gading Serpong,"Pagedangan, Kabupaten Tangerang",2025-05-23 14:50:37
"dr. Magy Satolom, Sp.P",Sp. Paru,Siloam Hospitals Lippo Cikarang,"Cikarang Selatan, Kabupaten Bekasi",2025-05-23 14:50:37
"dr. Maria C.H. Winurti , Sp.P",Sp. Paru,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-23 14:50:37
"dr. Maria Kristiani, Sp.P",Sp. Paru,Siloam Hospitals Kupang,"Oebobo, Kota Kupang",2025-05-23 14:50:37
"dr. Maya Anggraeny, Sp.P",Sp. Paru,RS Mitra Keluarga Slawi,"Slawi, Tegal",2025-05-23 14:50:37
"dr. Mirza Purwitasari, Sp.P",Sp. Paru,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-23 14:50:37
"dr. Moulid Hidayat, Ph.D., Sp.P",Sp. Paru,Siloam Hospitals Mataram,"Mataram, Kota Mataram",2025-05-23 14:50:39
"dr. Muhamad Alfin Hanif, Sp.P",Sp. Paru,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 14:50:39
"dr. Nina Aspasia Harli Siregar, Sp.P",Sp. Paru,Siloam Hospitals Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-23 14:50:39
"dr. Nina Ratu Nur Kharima, Sp.P",Sp. Paru,Siloam Hospitals Putera Bahagia Cirebon,"Harjamukti, Kota Cirebon",2025-05-23 14:50:39
"dr. Novita Setiawan Liem, SpJP, MHKes MM",Sp. Paru,Mayapada Hospital Bandung,"Bandung Kidul, Kota Bandung",2025-05-23 14:50:39
"dr. Oktiningsih, Sp.P",Sp. Paru,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-23 14:50:39
"dr. Olivia Benedick, Sp.P",Sp. Paru,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-23 14:50:39
"dr. Patoni, Sp.P",Sp. Paru,RS Mitra Keluarga Tegal,"Tegal Barat, Kota Tegal",2025-05-23 14:50:39
"dr. Paulus Handojo, Sp. P",Sp. Paru,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 14:50:39
"dr. Paulus Wisnu Kuncoromurti, Sp.P., M.Biomed",Sp. Paru,Siloam Hospitals Yogyakarta,"Gondokusuman, Kota Yogyakarta",2025-05-23 14:50:39
"dr. Paulus Wisnu Kuncoromurti, Sp.P., M.Biomed",Sp. Paru,Siloam Hospitals Yogyakarta,"Gondokusuman, Kota Yogyakarta",2025-05-23 14:50:44
"dr. Pither Sandy Tulak, Sp.P",Sp. Paru,Siloam Hospitals Makassar,"Ujung Pandang, Kota Makassar",2025-05-23 14:50:44
"dr. Pradjna Paramita, Sp.P",Sp. Paru,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 14:50:44
"dr. Raden Mirsyam Ratri Wiratmoko, Sp.P, FCCP, FAPSR",Sp. Paru,RS Mitra Keluarga Bintaro,"Pondok Aren, Tangerang Selatan",2025-05-23 14:50:44
"dr. Rahmadi Iwan Guntoro, Sp.P",Sp. Paru,Mayapada Hospital Bogor,"Bogor Timur, Bogor",2025-05-23 14:50:44
"dr. Rahmayanti, Sp.P",Sp. Paru,RS Mitra Keluarga Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-23 14:50:44
"Rania Imaniar, dr. Sp. P.K.R",Sp. Paru,RS Pondok Indah - Bintaro Jaya,"Pondok Aren, Tangerang Selatan",2025-05-23 14:50:44
"dr. Ratnawati, MCH, Sp.P (K), Ph.D",Sp. Paru,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:44
"dr. Retno Wihastuti, Sp.P",Sp. Paru,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 14:50:44
"dr. Rita Hapsari Meta Octaviani, Sp.P",Sp. Paru,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-23 14:50:44
"dr. Rudy Irawan, Sp.P",Sp. Paru,Siloam Hospitals Dhirga Surya Medan,"Medan Petisah, Kota Medan",2025-05-23 14:50:47
dr. Rudy Kurniawan Putra Sp. P,Sp. Paru,RS Ananda Bekasi,"Medan Satria, Bekasi",2025-05-23 14:50:47
dr. Samuel Sunarso Sp.P,Sp. Paru,RS Abdi Waluyo,"Menteng, Jakarta Pusat",2025-05-23 14:50:47
"dr. Sardikin Giriputra, Sp.P",Sp. Paru,Siloam Hospitals Cinere ( RS Khusus Jantung Diagram Depok),"Cinere, Depok",2025-05-23 14:50:47
"dr. Sherly Emilda Farida Mauly, Sp.P",Sp. Paru,RS Mitra Keluarga Gading Serpong,"Pagedangan, Kabupaten Tangerang",2025-05-23 14:50:47
"dr. Shinta Karina Yuniati, Sp.P",Sp. Paru,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-23 14:50:47
"dr. Sita Laksmi Andarini, Ph.D, Sp.P (K)",Sp. Paru,MRCCC Siloam Hospitals Semanggi,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:47
dr. Steven Rudy Utomo Sp.JP (K)-FIHA,Sp. Paru,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-23 14:50:47
"dr. Sudarto, Sp.P",Sp. Paru,Siloam Hospitals Jambi,"Jambi Selatan, Kota Jambi",2025-05-23 14:50:47
"dr. Suryani Padua Fatrullah, Sp.P",Sp. Paru,Siloam Hospitals Mataram,"Mataram, Kota Mataram",2025-05-23 14:50:47
"dr. Susaniwati, Sp.P",Sp. Paru,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 14:50:49
"dr. Sylvia Sagita Siahaan, Sp.P",Sp. Paru,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 14:50:49
"dr. Tarsisius Herry Santoso T., Sp.P",Sp. Paru,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 14:50:49
"Dr. dr. Titis Dewi Wahyuni, Sp.P",Sp. Paru,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 14:50:49
"dr. Tomu Juliani, Sp.P",Sp. Paru,RS Mitra Keluarga Grand Wisata,"Tambun Selatan, Kabupaten Bekasi",2025-05-23 14:50:49
"dr. Tunggul Hutapea, Sp.P., FISR",Sp. Paru,Siloam Hospitals Dhirga Surya Medan,"Medan Petisah, Kota Medan",2025-05-23 14:50:49
"dr. Tutik Kusmiati, Sp.P (K)",Sp. Paru,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-23 14:50:49
"dr. Venny Singgih, Sp.P",Sp. Paru,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-23 14:50:49
"dr. Venny Singgih, Sp.P",Sp. Paru,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-23 14:50:49
"dr. Vidi Solia Gratia Keliat, M.Ked, Sp.P",Sp. Paru,RS Mitra Keluarga Gading Serpong,"Pagedangan, Kabupaten Tangerang",2025-05-23 14:50:49
"dr. Vinci Edy Wibowo, Sp.P",Sp. Paru,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-23 14:50:51
"dr. Wahju Aniwidyaningsih, Sp.P (K)",Sp. Paru,Siloam Hospitals TB Simatupang,"Cilandak, Jakarta Selatan",2025-05-23 14:50:51
"dr. Widhi Usansi, Sp.P",Sp. Paru,Siloam Hospitals Lippo Cikarang,"Cikarang Selatan, Kabupaten Bekasi",2025-05-23 14:50:51
"dr. Widhy Yudistira Nalapraya, Sp.P(K)Onk",Sp. Paru,Mayapada Hospital Bandung,"Bandung Kidul, Kota Bandung",2025-05-23 14:50:51
"dr. Widyantri Wulandini, Sp.P",Sp. Paru,Siloam Hospitals Mampang,"Pancoran, Jakarta Selatan",2025-05-23 14:50:51
"dr. Wildan Ferdian, Sp.P",Sp. Paru,RSU Syubbanul Wathon,"Pakis, Kabupaten Magelang",2025-05-23 14:50:51
"dr. Yani Purnamasari Nuryanto Putri, Sp.P",Sp. Paru,Siloam Hospitals TB Simatupang,"Cilandak, Jakarta Selatan",2025-05-23 14:50:51
dr Magdalena SpP,Sp. Paru,RS dr. Oen Solo Baru,"Grogol, Kab Sukoharjo",2025-05-23 14:50:51
dr Ong Choo Khoon,Sp. Paru,Gleneagles Penang,"Mampang Prapatan, Jakarta Selatan",2025-05-23 14:50:51
"dr. Amira Anwar, Sp.P.K.R, FAPSR",Sp. Paru,RS Pondok Indah - Pondok Indah,"Kebayoran Lama, Jakarta Selatan",2025-05-23 14:50:51
"dr. Andari, Sp. P",Sp. Paru,RS MMC,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:53
"dr. Bambang Heru Handojo, SpP",Sp. Paru,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-23 14:50:53
"dr. Bambang Susilo Simon, Sp.P, FCCP, FAPSR",Sp. Paru,National Hospital,"Wiyung, Kota Surabaya",2025-05-23 14:50:53
"dr. Bulkis Natsir, Sp.P(K)",Sp. Paru,RS Otak & Jantung Pertamina Royal Biringkanaya,"Biringkanaya, Kota Makassar",2025-05-23 14:50:53
"dr. Diana Septiyanti, Sp.P, FAPSR",Sp. Paru,JIH Jogja,"Kecamatan Depok, Kabupaten Sleman",2025-05-23 14:50:53
"dr. Erwin Winaya, Sp.P",Sp. Paru,Siloam Hospitals Denpasar,"Kuta, Kabupaten Badung",2025-05-23 14:50:53
dr. Fanny Fachrucha Sp.P (K),Sp. Paru,Siloam Hospitals Agora,"Cempaka Putih, Jakarta Pusat",2025-05-23 14:50:53
"dr. Iswanto Pratanu, Sp.JP (K) FIHA. FAsCC",Sp. Paru,RS Adi Husada Undaan Wetan,"Genteng, Kota Surabaya",2025-05-23 14:50:53
dr. Iswanto Sp.P,Sp. Paru,RS Bethesda Yogyakarta,"Gondokusuman, Kota Yogyakarta",2025-05-23 14:50:53
"dr. Januar Habibi, Sp.P",Sp. Paru,RS Pusat Pertamina,"Kebayoran Baru, Jakarta Selatan",2025-05-23 14:50:53
"dr. Jerry Indra Setiawan, Sp.P",Sp. Paru,RS Prikasih,"Cilandak, Jakarta Selatan",2025-05-23 14:50:55
"dr. Marlond Rainol Leleulya, Sp.P",Sp. Paru,RS Santo Borromeus,"Coblong, Kota Bandung",2025-05-23 14:50:55
"dr. Marwan Awaloeddin, SpP(K)FCCP,MM",Sp. Paru,RS Advent Bandung,"Coblong, Kota Bandung",2025-05-23 14:50:55
"dr. Mulyati Amir, Sp.P",Sp. Paru,RS Permata Bunda Malang,"Lowokwaru, Kota Malang",2025-05-23 14:50:55
"dr. Novita Tjahyaningsih, SP.P,FISR",Sp. Paru,RS Kasih Ibu Surakarta,"Laweyan, Kota Surakarta",2025-05-23 14:50:55
"dr. Rania Imaniar, dr. Sp. P.K.R",Sp. Paru,RS Pondok Indah - Bintaro Jaya,"Pondok Aren, Tangerang Selatan",2025-05-23 14:50:55
"dr. Syarifudin, Sp.P",Sp. Paru,Santosa Hospital Bandung Central,"Andir, Kota Bandung",2025-05-23 14:50:55
"dr. Ulfah Kartikasari, Sp.P",Sp. Paru,RS Jasa Kartini,"Tawang, Kota Tasikmalaya",2025-05-23 14:50:55
"dr.Faiza Hatin, Sp.P",Sp. Paru,RS Medistra,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:55
Dr. A. A. Gede Ocha Rama Kharisma Putra Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:55
Dr. Adhika Rahman Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
Dr. Akhmad Syaikhu Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
Dr. Allen Widyasanto SpP,Sp. Paru,Siloam Hospital Lippo Village.,"Tangerang, Tangerang",2025-05-23 14:50:58
Dr. Amelia Tantri Anggraeni Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
dr. Andi Ibnu Hajar Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
dr. Andi Ibnu Hajar Aziz Sp.P,Sp. Paru,RS Dr Suyoto,"Pesanggrahan, Jakarta Selatan",2025-05-23 14:50:58
"dr. Andika Chandra Putra, Sp.P, Ph.D, FAPSR",Sp. Paru,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 14:50:58
Dr. Andrew Santosa Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
Dr. Andriani Sheila Anastasia Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
Dr. Anita Nur Charisma Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:50:58
dr. Aries Subianto Sp. P,Sp. Paru,RS Islam Surabaya Ahmad Yani,"Wonokromo, Kota Surabaya",2025-05-23 14:51:00
Dr. Ayudiah Puspita Mayasari Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr. Basaria Margaretha Rumahorbo Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
"Dr. Benny Sihombing M.Ked(Paru), Sp.P",Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr. Claudia Herda Asyari Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr. Colin Fern Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
"Dr. David Dwi Putera M.Med, Sp.P",Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr. Diah Permata Kinanti Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr. Dian Megawati Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr Lim Kim Hatt,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:00
Dr. Ananda Febriani Aulia Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
Dr. Erika Putri Rozita Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
"dr. Dwijani Embran, Sp.P",Sp. Paru,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 14:51:02
dr. Elisa Feriyanti Pakpahan Sp.JP,Sp. Paru,Bio Medika,"Kebon Jeruk, Jakarta Barat",2025-05-23 14:51:02
Dr. Eviriana Simarmata Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
Dr. Fachri Setiawan Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
Dr. Fadhli Muhammad Kurnia Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
Dr. Fahlevie Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
"Dr. Faskanita M. Nadapdap M.Ked(Paru), Sp.P",Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
Dr. Gigih Setiawan Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:02
Dr. Hafiz Hari Nugraha Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. Harman Prayitno Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
dr. Hasan Albana Sp.P,Sp. Paru,Rumah Sakit Umum Nirwana Banjarbaru,"Kertak Hanyar, Kota Banjarmasin",2025-05-23 14:51:04
dr. Hendra Priatna Munandar Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. Hendris Utama Citra Wahyudin Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. I Gusti Ngurah Agung Jaya Semara Putra Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. I Putu Surya Sujana Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. Ibrahim N.I.P. Dharmawan Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. Ida Bagus Putu Adi Styawan Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. Ida Bagus Putu Ekaruna Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:04
Dr. Ikhsan Budi Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:06
Dr. Ilham Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:06
"Dr. Indi Esha Siregar M.Si, Sp.P(K)",Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:06
dr. Iqbal Maulana Sp. JP,Sp. Paru,APOTEK SEHAT,"Bogor Selatan, Bogor",2025-05-23 14:51:06
Dr. Iqbal Muhammad Sp.P,Sp. Paru,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 14:51:06
